lat_x, long_x, lat_y, long_y, duration, number_stop_by, total_wait
48.77677540525097,2.381494424794143,48.8621965244656,2.3484920786348336,3390,5,695
48.783509461899214,2.3952316366680524,48.864481494888786,2.3367380438355947,3556,5,122
48.78705332054726,2.3814040749496197,48.86715699459529,2.3330723986731985,3006,5,269
48.789820018535394,2.3943593552285374,48.862734250050565,2.349140909162307,2729,5,269
48.79271814823632,2.3890759953713374,48.86453903627746,2.338917113823198,3118,6,975
48.797059534407076,2.3946576324415103,48.85991201484249,2.340680099688797,2815,5,269
48.78131204214727,2.3892263616744556,48.864122218670246,2.3441114277226034,4564,3,0
48.78215376752583,2.4034906933277047,48.86484174586168,2.332855890310035,3685,5,122
48.790935221296,2.4158649457217902,48.861407303782435,2.3352103749159783,3356,5,122
48.77734138594166,2.4075041719250736,48.859290305065,2.3331533765440358,4825,5,714
48.786109217800856,2.3872532085985925,48.85898949368616,2.3375282476786134,3032,3,0
48.777282610176194,2.4014843880166334,48.864409458156736,2.3240015450769476,5586,7,547
48.79225912146441,2.405609818684196,48.86621752986608,2.326000384094752,3026,6,365
48.780438383083755,2.404843809516765,48.861597081482785,2.3410088542226757,3347,5,122
48.778907283242184,2.407414463220832,48.86228825754219,2.343817791377906,4843,5,398
48.79873668912297,2.3771639841455725,48.86896484055277,2.328369525027636,3220,3,0
48.78018349945153,2.3933502910105044,48.863817949302366,2.3419950156903733,4648,5,398
48.80477279469859,2.4049978091506805,48.86724470005428,2.3263571928094233,0,0,0
48.80186556652701,2.406854109797292,48.864371386013325,2.335050154903861,3589,3,0
48.782739196865414,2.3950832575624794,48.86407856470248,2.3221998668858994,4288,6,365
48.79721668313455,2.3722052976340327,48.86520506076176,2.3420595292827873,2075,3,0
48.786430861465874,2.3832344522712963,48.86510934702999,2.3418224921537583,3522,5,600
48.77581610039246,2.378453132410739,48.86250230219865,2.3282364599503955,3552,5,660
48.774486265292566,2.400910638500999,48.861394778864934,2.337067923362478,5066,7,618
48.79741208074481,2.384051573201002,48.86503021291136,2.3243610067760687,7398,1,0
48.781439911139834,2.4049613093276907,48.8622523251633,2.3238137224795814,4287,8,647
48.79438092552001,2.3834503534945637,48.86039294404887,2.3465303922230327,2722,5,269
48.77805199726949,2.3995179642411695,48.863849497481866,2.348830450208269,4562,6,698
48.774158762564035,2.4040158196387327,48.85538362520922,2.3455101060820747,4135,5,714
48.7826712552078,2.4039870479676675,48.859623497516836,2.3315292276188875,3968,5,122
48.78998744818337,2.397407125392408,48.85818964239868,2.3433272446521274,2740,5,269
48.79378843743344,2.3941990551897447,48.8603700914564,2.3389354719871336,2835,5,269
48.77677540525097,2.381494424794143,48.8621965244656,2.3484920786348336,3390,5,695
48.79605061227686,2.380157020680803,48.85762981943032,2.342993312467193,2397,3,0
48.79746377591999,2.4089657733335876,48.86128752879151,2.328439869874398,3673,4,333
48.776294343706056,2.3823379336039388,48.86283211507196,2.3390480111273466,3251,5,695
48.778554712114314,2.3824552456601604,48.86108655280974,2.3418987863454377,3248,3,0
48.785505253643514,2.3898567674638667,48.86180445250654,2.344159112473046,2967,5,269
48.785219782494,2.402709125353121,48.857981548769814,2.3429539140659608,2964,5,122
48.79261908038708,2.377113389657012,48.86252460893305,2.3360789477253614,2195,3,0
48.776800801886786,2.406205600819187,48.86593544410215,2.329348677677698,0,0,0
48.803244835354285,2.374868891965377,48.8577749133951,2.3462421593888156,5600,1,0
48.79198862479586,2.4153993796558075,48.86884418932782,2.3263535278282728,3046,4,333
48.781512959614666,2.411297662821952,48.8645854236856,2.3339722002077505,3699,5,122
48.79017133436393,2.387677082386454,48.86443939726079,2.3324405075628842,2856,5,269
48.78322920096639,2.3795626137543975,48.86593431641562,2.334512687829117,2786,5,269
48.77275086429043,2.3784940951430484,48.858727852081046,2.3368437028921356,3110,5,695
48.78177700811432,2.3958527074514215,48.8609250712025,2.332869447728573,3958,5,122
48.799591119736505,2.3988880897607996,48.8605865504268,2.333866600165735,3254,5,269
48.7833217597985,2.4170934445826364,48.86230386143396,2.341317249256903,3123,5,122
48.79182747735201,2.4016897763201035,48.863327699908844,2.3370534970240917,3139,5,269
48.78246608500084,2.4091635269353318,48.86090543930384,2.3399998338245944,3419,5,122
48.78951509348559,2.3775965067446267,48.86203646210166,2.3493846818765993,2912,5,269
48.79067599895617,2.382561103745773,48.85898038459559,2.3358428040300603,3201,4,480
48.79827258526789,2.39901000838487,48.864053572408096,2.3432427696995974,2414,5,122
48.782519027062186,2.39294570744152,48.86112817442892,2.3358803544180224,3595,5,122
48.79859663305382,2.3789410564192788,48.861221613544245,2.3359501351155822,2231,3,0
48.78180399688429,2.400163285422271,48.86685495670209,2.326893679395063,0,0,0
48.77935610071471,2.377349967216208,48.861453419468624,2.32980933141098,3297,4,180
48.802387929637625,2.3996775296228394,48.8619332125239,2.3267459080678523,3483,5,269
48.776183708995035,2.395336230246994,48.863510724216624,2.3467351033281947,4719,3,0
48.78383671599792,2.3968546685456387,48.86015240572979,2.3346953256961354,3584,5,122
48.77998602212847,2.4118954579430656,48.865578185657384,2.3263565151419607,5773,7,1063
48.80531647283848,2.4064582854841383,48.85975884061208,2.3419853165538522,3243,5,279
48.77566616741487,2.3751407252964674,48.86876332935663,2.328217210485566,3839,5,695
48.798972399331156,2.401426624069309,48.86595341159178,2.331959784847892,3190,5,269
48.794556665823535,2.402599716183499,48.86004845501382,2.345092451585276,2949,8,1165
48.781616094959176,2.4132094019725594,48.86105889546477,2.336627639262935,3637,5,122
48.77230232109046,2.3726018687842774,48.863486473107,2.3299163991220486,2987,5,335
48.79095548367641,2.392512217919846,48.85865012693785,2.341599345063467,2634,5,269
48.77841135951134,2.370108776710414,48.863836082664875,2.32532790997084,2961,4,180
48.776800070451685,2.4080034476567453,48.860571537669976,2.3369570187176945,4543,5,714
48.78780944484433,2.3871208039324734,48.858851379305776,2.338764275121988,2842,3,0
48.78716563710737,2.413796832075055,48.86096461150536,2.327621222157859,3573,5,122
48.78425336470245,2.3839730582842384,48.868041698828506,2.3276639933733674,3727,3,0
48.79187726520358,2.3862005566015934,48.86106238225453,2.3305736567447237,3435,5,269
48.79914654682907,2.3959585444653175,48.86297762723061,2.3473528623647595,0,0,0
48.79199094662925,2.3891956634752893,48.86384228740621,2.3362528645372405,2783,5,269
48.80424856901531,2.4040405754405314,48.865790953177516,2.331013599650958,3435,5,279
48.786864418342525,2.414859002557877,48.86110100369152,2.337298134342417,3201,5,122
48.79670554093156,2.4125592589642135,48.86356051044518,2.323080740481404,0,0,0
48.792531441215665,2.417211738452361,48.85944790331426,2.3330866559147414,3169,4,333
48.79656073668617,2.4123661086002355,48.86381070041186,2.3335397353926077,3229,4,333
48.792314320413794,2.397967268630989,48.8638550557026,2.334788186669139,0,0,0
48.78552592230987,2.3844513445337463,48.865741570404765,2.324649303176261,3635,7,514
48.78653291593361,2.414632028571597,48.86472221031323,2.3303851744622244,3529,7,285
48.773136584924984,2.3859088089306106,48.86266778936677,2.3395692482388974,4163,3,0
48.783376504428944,2.390316086833936,48.861425484900806,2.3280957163104503,4032,5,122
48.77510550007896,2.3937033776945515,48.85720798371142,2.3456982169656704,3970,3,0
48.801896236742415,2.374258426514755,48.86702595403685,2.328472626001168,2627,3,0
48.80263495663872,2.3824098265547575,48.86372115882682,2.3376659497393555,2666,3,0
48.7911178861565,2.4059864262982584,48.86800662524867,2.3296179795498158,2798,6,365
48.80444411499897,2.4077430217745124,48.86447002173427,2.3390369858180993,3468,5,279
48.783950667230364,2.3758687684924946,48.858218397589425,2.3393749750251387,2597,3,0
48.79484342196374,2.3819197212641074,48.864129866306875,2.3469349528737893,2574,5,122
48.77601923098703,2.3965606542606874,48.86114106662862,2.338652909942741,4984,5,469
48.799268818940725,2.378718220496666,48.85926263531972,2.337404057615485,2221,3,0
48.7800757262424,2.3838723025925708,48.85581308907303,2.3436470161590854,3084,3,0
48.780382567801055,2.4043831932416264,48.86411819271543,2.3225094823774324,4329,6,365
48.79959487903434,2.3831413324729174,48.86374211467226,2.3475705370174604,6731,1,0
