lat_x;long_x;lat_y;long_y;duration;conjestion;itinerary
48.78705332054726;2.3814040749496197;48.86715699459529;2.3330723986731985;2878;4799;1
48.789820018535394;2.3943593552285374;48.862734250050565;2.349140909162307;2678;3496;2
48.797059534407076;2.3946576324415103;48.85991201484249;2.340680099688797;2435;3953;3
48.78131204214727;2.3892263616744556;48.864122218670246;2.3441114277226034;2521;3965;4
48.78215376752583;2.4034906933277047;48.86484174586168;2.332855890310035;2417;4102;5
48.790935221296;2.4158649457217902;48.861407303782435;2.3352103749159783;2616;3950;6
48.77734138594166;2.4075041719250736;48.859290305065;2.3331533765440358;1955;3551;7
48.786109217800856;2.3872532085985925;48.85898949368616;2.3375282476786134;2326;4234;8
48.777282610176194;2.4014843880166334;48.864409458156736;2.3240015450769476;2312;4158;9
48.780438383083755;2.404843809516765;48.861597081482785;2.3410088542226757;2304;3902;10
48.778907283242184;2.407414463220832;48.86228825754219;2.343817791377906;2661;3514;11
48.79873668912297;2.3771639841455725;48.86896484055277;2.328369525027636;2401;4610;12
48.78018349945153;2.3933502910105044;48.863817949302366;2.3419950156903733;2395;3872;13
48.80477279469859;2.4049978091506805;48.86724470005428;2.3263571928094233;2487;4090;14
48.80186556652701;2.406854109797292;48.864371386013325;2.335050154903861;2427;4260;15
48.782739196865414;2.3950832575624794;48.86407856470248;2.3221998668858994;2590;4239;16
48.79721668313455;2.3722052976340327;48.86520506076176;2.3420595292827873;2455;3894;17
48.786430861465874;2.3832344522712963;48.86510934702999;2.3418224921537583;2884;4442;18
48.77581610039246;2.378453132410739;48.86250230219865;2.3282364599503955;2378;4689;19
48.774486265292566;2.400910638500999;48.861394778864934;2.337067923362478;2038;4281;20
48.79741208074481;2.384051573201002;48.86503021291136;2.3243610067760687;2472;4506;21
48.781439911139834;2.4049613093276907;48.8622523251633;2.3238137224795814;2468;4548;22
48.77805199726949;2.3995179642411695;48.863849497481866;2.348830450208269;2239;3916;23
48.774158762564035;2.4040158196387327;48.85538362520922;2.3455101060820747;1627;3111;24
48.7826712552078;2.4039870479676675;48.859623497516836;2.3315292276188875;2154;3755;25
48.78998744818337;2.397407125392408;48.85818964239868;2.3433272446521274;2219;3503;26
48.79378843743344;2.3941990551897447;48.8603700914564;2.3389354719871336;2494;3786;27
48.77677540525097;2.381494424794143;48.8621965244656;2.3484920786348336;2837;3751;28
48.79605061227686;2.380157020680803;48.85762981943032;2.342993312467193;2070;3485;29
48.79746377591999;2.4089657733335876;48.86128752879151;2.328439869874398;2542;4092;30
48.776294343706056;2.3823379336039388;48.86283211507196;2.3390480111273466;2677;4041;31
48.778554712114314;2.3824552456601604;48.86108655280974;2.3418987863454377;2705;4340;32
48.785219782494;2.402709125353121;48.857981548769814;2.3429539140659608;2078;3515;33
48.79261908038708;2.377113389657012;48.86252460893305;2.3360789477253614;2335;4357;34
48.776800801886786;2.406205600819187;48.86593544410215;2.329348677677698;2573;4524;35
48.803244835354285;2.374868891965377;48.8577749133951;2.3462421593888156;2016;3284;36
48.79198862479586;2.4153993796558075;48.86884418932782;2.3263535278282728;2740;4853;37
48.79017133436393;2.387677082386454;48.86443939726079;2.3324405075628842;2654;4411;38
48.78322920096639;2.3795626137543975;48.86593431641562;2.334512687829117;2751;4810;39
48.77275086429043;2.3784940951430484;48.858727852081046;2.3368437028921356;2454;4078;40
48.78177700811432;2.3958527074514215;48.8609250712025;2.332869447728573;2289;4038;41
48.799591119736505;2.3988880897607996;48.8605865504268;2.333866600165735;2220;3620;42
48.7833217597985;2.4170934445826364;48.86230386143396;2.341317249256903;2318;3977;43
48.79182747735201;2.4016897763201035;48.863327699908844;2.3370534970240917;2688;4006;44
48.78246608500084;2.4091635269353318;48.86090543930384;2.3399998338245944;2764;4367;45
48.78951509348559;2.3775965067446267;48.86203646210166;2.3493846818765993;2195;3755;46
48.79067599895617;2.382561103745773;48.85898038459559;2.3358428040300603;2349;4050;47
48.79827258526789;2.39901000838487;48.864053572408096;2.3432427696995974;2500;3753;48
48.79859663305382;2.3789410564192788;48.861221613544245;2.3359501351155822;2291;4477;49
48.78180399688429;2.400163285422271;48.86685495670209;2.326893679395063;2640;4663;50
48.77935610071471;2.377349967216208;48.861453419468624;2.32980933141098;2640;4371;51
48.802387929637625;2.3996775296228394;48.8619332125239;2.3267459080678523;2508;3907;52
48.776183708995035;2.395336230246994;48.863510724216624;2.3467351033281947;2474;4008;53
48.78383671599792;2.3968546685456387;48.86015240572979;2.3346953256961354;2178;3918;54
48.77998602212847;2.4118954579430656;48.865578185657384;2.3263565151419607;2459;4721;55
48.77566616741487;2.3751407252964674;48.86876332935663;2.328217210485566;2575;5031;56
48.798972399331156;2.401426624069309;48.86595341159178;2.331959784847892;2718;4474;57
48.794556665823535;2.402599716183499;48.86004845501382;2.345092451585276;2222;3643;58
48.781616094959176;2.4132094019725594;48.86105889546477;2.336627639262935;2246;4399;59
48.77230232109046;2.3726018687842774;48.863486473107;2.3299163991220486;2640;4315;60
48.79095548367641;2.392512217919846;48.85865012693785;2.341599345063467;2480;3940;61
48.77841135951134;2.370108776710414;48.863836082664875;2.32532790997084;2489;4421;62
48.776800070451685;2.4080034476567453;48.860571537669976;2.3369570187176945;2069;3601;63
48.78780944484433;2.3871208039324734;48.858851379305776;2.338764275121988;2500;4192;64
48.78716563710737;2.413796832075055;48.86096461150536;2.327621222157859;2772;4341;65
48.78425336470245;2.3839730582842384;48.868041698828506;2.3276639933733674;2690;5299;66
48.79914654682907;2.3959585444653175;48.86297762723061;2.3473528623647595;2646;3872;67
48.79199094662925;2.3891956634752893;48.86384228740621;2.3362528645372405;2711;4742;68
48.80424856901531;2.4040405754405314;48.865790953177516;2.331013599650958;2680;4362;69
48.786864418342525;2.414859002557877;48.86110100369152;2.337298134342417;2535;4425;70
48.79670554093156;2.4125592589642135;48.86356051044518;2.323080740481404;2438;4233;71
48.792531441215665;2.417211738452361;48.85944790331426;2.3330866559147414;2201;3961;72
48.79656073668617;2.4123661086002355;48.86381070041186;2.3335397353926077;2396;3891;73
48.792314320413794;2.397967268630989;48.8638550557026;2.334788186669139;2672;4438;74
48.78552592230987;2.3844513445337463;48.865741570404765;2.324649303176261;2563;5024;75
48.773136584924984;2.3859088089306106;48.86266778936677;2.3395692482388974;2689;4205;76
48.783376504428944;2.390316086833936;48.861425484900806;2.3280957163104503;2481;4474;77
48.77510550007896;2.3937033776945515;48.85720798371142;2.3456982169656704;2026;3559;78
48.801896236742415;2.374258426514755;48.86702595403685;2.328472626001168;2424;4359;79
48.80263495663872;2.3824098265547575;48.86372115882682;2.3376659497393555;2400;3776;80
48.7911178861565;2.4059864262982584;48.86800662524867;2.3296179795498158;2816;4530;81
48.783950667230364;2.3758687684924946;48.858218397589425;2.3393749750251387;2500;4371;82
48.79484342196374;2.3819197212641074;48.864129866306875;2.3469349528737893;2455;4152;83
48.77601923098703;2.3965606542606874;48.86114106662862;2.338652909942741;2436;3979;84
48.799268818940725;2.378718220496666;48.85926263531972;2.337404057615485;2222;3933;85
48.780382567801055;2.4043831932416264;48.86411819271543;2.3225094823774324;2394;4190;86
48.79959487903434;2.3831413324729174;48.86374211467226;2.3475705370174604;2441;4144;87
48.79294276646575;2.382235446295092;48.865785761540955;2.330505260094353;2429;4701;88
